title,year,wikipedia_url,Title_wiki,Director,Cast,Budget,Box_Office,Distributor,Production,Genre
Jaandaar,2015,https://en.wikipedia.org/wiki/Jaandaar,Jaandaar,S. K. Luthra,"Vinod Mehra, Bindiya Goswami, Amjad Khan, Mahendra Sandhu, Jeetendra, (Guest)",,,,Kareer Films,Is A 1979 Hindi-Language Action
Jhamela,2015,https://en.wikipedia.org/wiki/Jhamela,Jhamela,Bhagwan,"Bhagwan, Geeta Bali, Anwar Hussain, Sunder",,,,Bhagwan Art Productions,Is A 1953 Hindi Comedy Thriller
Wazir,2016,https://en.wikipedia.org/wiki/Wazir_(film),Wazir,Bejoy Nambiar,"Amitabh Bachchan, Farhan Akhtar, Aditi Rao Hydari, Manav Kaul, Neil Nitin Mukesh, John Abraham",₹35 crore ,₹78.69 crore ,Reliance Entertainment,Vinod Chopra Films,Neo-Noir Action Thriller
Chalk N Duster,2016,https://en.wikipedia.org/wiki/Chalk_n_Duster,Chalk n Duster,Jayant Gilatar,"Shabana Azmi, Juhi Chawla, Zarina Wahab, Divya Dutta, Upasana Singh",,,SPE Films India,Surani Pictures,Chalk N Duster Is A 2016 Indian Drama
Rebellious Flower,2016,https://en.wikipedia.org/wiki/Rebellious_Flower,Rebellious Flower,Krishan Hooda,"Prince Shah, Shashank Singh, Mantra, Indal Singh",,,,,Er Is A 2016 Hindi-Language Biographical
Airlift,2016,https://en.wikipedia.org/wiki/Airlift_(film),Airlift,Raja Krishna Menon,"Akshay Kumar, Nimrat Kaur",₹ 30 Crores ,₹ 221.67 Crores ,Prateek Entertainments (India)B4U Motion Pictures(International),,Political Thriller
Kyaa Kool Hain Hum 3,2016,https://en.wikipedia.org/wiki/Kyaa_Kool_Hain_Hum_3,Kyaa Kool Hain Hum 3,Umesh Ghadge,"Tusshar Kapoor, Aftab Shivdasani, Mandana Karimi, Krishna Abhishek, Gizele Thakral, Claudia Ciesla, Darshan Jariwala",₹26 crore ,₹33.14 crore ,Balaji Motion Pictures,,A 2016 Indian Hindi-Language Sex Comedy
Jugni,2016,https://en.wikipedia.org/wiki/Jugni_(2016_film),Jugni,Shefali Bhushan,"Sugandha Garg, Siddhant Behl, Sadhana Singh, Anuritta K Jha, Samir Sharma, Chandan Gill",,,PVR Pictures,Dhun Productions,Is An Indian Romantic Musical
Mastizaade,2016,https://en.wikipedia.org/wiki/Mastizaade,Mastizaade,Milap Milan Zaveri,"Sunny Leone, Tusshar Kapoor, Vir Das, Suresh Menon, Shaad Randhawa, Vandita Shrivastava",₹ 300 million ,est. ₹ 364.4 million ,Panorama StudiosPen Studios(India)Eros International(Overseas)[1],PNC Productions,2016 Indian Hindi-Language Adult Comedy
Sanam Teri Kasam,2016,https://en.wikipedia.org/wiki/Sanam_Teri_Kasam_(2016_film),Sanam Teri Kasam,Radhika RaoVinay Sapru,"Harshvardhan Rane, Mawra Hocane",₹14−25 crore ,₹16.03 crore (initial run) ,Eros International,,016 Indian Hindi-Language Romantic Drama
Ghayal Once Again,2016,https://en.wikipedia.org/wiki/Ghayal:_Once_Again,Ghayal Once Again,Sunny Deol,"Sunny Deol, Om Puri, Soha Ali Khan, Shivam Patil, Rishabh Arora, Abhilash Kumar, Neha Khan, Aanchal Munjal, Narendra Jha",₹ 50 crore ,₹ 45.35 crore ,Reliance EntertainmentPVR Pictures,,2016 Indian Hindi-Language Action Drama
BHK Bhalla@Halla.Kom,2016,https://en.wikipedia.org/wiki/BHK_Bhalla@Halla.Kom,BHK Bhalla@Halla.Kom,Rakesh Chaurvedi Om,"Ujjwal Rana, , Inshika Bedi, Manoj Pahwa, Seema Pahwa, Yashpal Sharma, Brijendra Kala and, Benjamin Gilani",,,,,M Is A 2016 Indian Hindi-Language Comedy
Sanam Re,2016,https://en.wikipedia.org/wiki/Sanam_Re,Sanam Re,Divya Khosla Kumar,"Pulkit Samrat, Yami Gautam, Urvashi Rautela, Rishi Kapoor",₹25 crore ,₹31.46 crore ,Prateek Entertainments,T-Series Films,016 Indian Hindi-Language Romantic Drama
Neerja,2016,https://en.wikipedia.org/wiki/Neerja,Neerja,Ram Madhvani,Sonam Kapoor,₹ 20 crore ,est. ₹ 135.52 crore ,Fox Star Studios,,Biographical Thriller
Ishq Forever,2016,https://en.wikipedia.org/wiki/Ishq_Forever,Ishq Forever,Sameer Sippy,"Krishna Chaturvedi, Ruhi Singh",,,Friday Cine Entertainment,,Romantic Drama Musical
LoveShhuda,2016,https://en.wikipedia.org/wiki/Loveshhuda,Loveshhuda,Vaibhav Misra,"Girish Kumar, Navneet Kaur Dhillon, Naveen Kasturia",₹ 20 crore ,₹ 3.02 crore ,Tips IndustriesWhite Hill Studios,Galani Entertainments Limited,Is A 2016 Indian Romance
Direct Ishq,2016,https://en.wikipedia.org/wiki/Direct_Ishq,Direct Ishq,Rajiv S Ruia,"Rajneesh Duggal, Nidhi Subbaiah, Arjun Bijlani, Rajesh Shingarpure, Arun Behll",₹ 22 crore ,₹ 56 lakh ,,Baba Motion Pictures Pvt Ltd,Is A 2016 Indian Action Romantic Comedy
Tere Bin Laden: Dead or Alive,2016,https://en.wikipedia.org/wiki/Tere_Bin_Laden:_Dead_or_Alive,Tere Bin Laden: Dead or Alive,Abhishek Sharma,"Manish Paul, Sikander Kher, Pradhuman Singh Mall, Mia Uyeda, Piyush Mishra",,,Phantom Films[1]PVR Pictures[1]Reliance Entertainment[2],Walkwater Media,Is A 2016 Indian Satire Comedy
Bollywood Diaries,2016,https://en.wikipedia.org/wiki/Bollywood_Diaries,Bollywood Diaries,K.D.Satyam,"Raima Sen, Salim Diwan, ,, Ashish Vidyarthi",,,Zee Studios,Rehab Pictures Pvt Ltd,Es Is A 2016 Indian Hindi-Language Drama
Love Shagun,2016,https://en.wikipedia.org/wiki/Love_Shagun,Love Shagun,Saandesh B Nayak,"Anuj Sachdeva, ,, Nidhi Subbaiah, Shamin Mannan, Vikram Kochhar, Manit Joura, Taran Bajaj, Simpy Singh",,,Saanvi Nayak Films,Saanvi Pictures Pvt. Ltd.,16 Indian Hindi-Language Romantic Comedy
Jai Gangaajal,2016,https://en.wikipedia.org/wiki/Jai_Gangaajal,Jai Gangaajal,Prakash Jha,"Priyanka Chopra, Prakash Jha, Manav Kaul",₹ 330 million ,₹ 495.9 million ,Play Entertainment,,A 2016 Indian Hindi-Language Crime Drama
Dawat E Shaadi,2016,https://en.wikipedia.org/wiki/Dawat_E_Shaadi,Dawat-e-Shaadi,Syed Hussain,"Adnan Sajid Khan, Aziz Naser, Mast Ali",,,Rajshri Productions,,16 Indian Deccani Romantic Musical Drama
Global Baba,2016,https://en.wikipedia.org/wiki/Global_Baba,Global Baba,Manoj Sidheshwari Tewari,"Abhimanyu Singh, Sandeepa Dhar, Ravi Kishan, Pankaj Tripathi, Sanjay Mishra, Akhilendra Mishra, Indal Singh, Ankur Yashraj",,,,,Is A 2016 Indian
Kapoor & Sons,2016,https://en.wikipedia.org/wiki/Kapoor_&_Sons,Kapoor & Sons (Since 1921),Shakun Batra,"Rishi Kapoor, Sidharth Malhotra, Fawad Khan, Alia Bhatt, Ratna Pathak Shah, Rajat Kapoor",₹ 28 crore ,est. ₹ 148 crore ,Fox Star Studios,Dharma Productions,Family Comedy-Drama
